Fund_ID,Fund_Name,Organization_Name,Category,Fundraising_Goal_USD,Amount_Raised_USD,Start_Date,End_Date,Duration_Days,Status,Donor_Count,Average_Donation_USD,Top_Donor_Amount_USD,Currency,Fundraising_Platform,Campaign_Type,Is_Tax_Exempt,Marketing_Spend_USD,Region,Sub_Region,World_Part,Country,City,Organizer_Name,Organizer_Experience_Years,Organizer_Contact_Email,Social_Media_Reach,Media_Coverage_Score,Volunteer_Count,Fund_Transparency_Score,Repeat_Donors_Percentage,Mobile_Donations_Allowed,Payment_Gateway_Used,Fundraising_Cost_Percent,External_Funding_Received,Main_Beneficiary_Age_Group,Fundraising_Method,Comments_Count
9672,Switchable bandwidth-monitored secured line,"Austin, Lee and Sexton",Arts,61976,41917,2023-07-17,2023-12-01,137,Cancelled,504,83.17,396.2,AUD,JustGiving,Online,Yes,97068,Africa,West Africa,Developing,Martinique,West Briannachester,Willie Kim,9,sarah92@yahoo.com,122164,28.334214093095888,458,3.8234283563014393,77.59386154278938,Yes,Kickstarter,16.3,Yes,Youth,Grants,295
9673,Polarized 4thgeneration functionalities,Wilcox-Sanford,Climate,279960,7923,2022-08-21,2022-09-26,36,Cancelled,1737,4.56,18.68,GBP,Kickstarter,Hybrid,No,13795,Europe,Southern Europe,Developed,Antigua and Barbuda,Foxland,Richard Nash,20,charlesstevens@davis-mendez.org,88813,16.841190738610457,263,7.322201457784967,95.95755151871246,Yes,GoFundMe,17.62,No,Adults,Crowdfunding,95
9674,Grass-roots 3rdgeneration software,Lee-Moody,Education,212843,192972,2022-05-29,2022-09-11,105,Active,1104,174.79,638.65,AUD,JustGiving,Online,No,99424,Oceania,New Zealand,Underdeveloped,Pitcairn Islands,Nathanielbury,Justin Leonard,5,stephanie01@haas.com,102857,8.141866831945322,407,7.607866827558577,81.57385451939837,No,GoFundMe,24.66,No,Adults,Events,3
9675,Profound encompassing data-warehouse,Holland-Fritz,Arts,131596,68027,2023-04-02,2023-05-14,42,Suspended,1895,35.9,107.35,INR,Indiegogo,Hybrid,No,19724,North America,Canada,Developing,France,Margaretfort,Derrick Miller,20,rachel31@harris.net,389694,94.11232633125286,273,0.6597253048939644,96.92858212606554,Yes,JustGiving,24.54,Yes,Adults,Grants,256
9676,Optimized bi-directional array,Fletcher and Sons,Health,120079,29917,2024-02-10,2024-05-25,105,Completed,427,70.06,333.24,AUD,GoFundMe,Online,Yes,23318,South America,Brazil,Developed,Mozambique,Elizabethfort,Laura Smith,5,scottchen@hill.com,842320,11.734872143499231,418,7.247845716366406,81.06495207407023,No,JustGiving,22.06,No,Elderly,Crowdfunding,482
9677,Total didactic project,Sanders-Short,Climate,301551,298003,2023-12-15,2024-04-07,114,Cancelled,1143,260.72,1018.66,USD,JustGiving,Offline,Yes,99810,Africa,East Africa,Developed,Tajikistan,Stevenmouth,Kristina Morales,7,fitzgeraldkelly@yahoo.com,977178,84.52035211246393,414,8.396269834439734,96.96219232556179,Yes,Kickstarter,11.84,No,Children,Events,945
9678,Devolved intangible Graphical User Interface,"Cain, Stephens and Lee",Climate,66531,56944,2022-11-09,2023-02-27,110,Active,1529,37.24,140.15,AUD,Indiegogo,Online,Yes,65525,North America,Mexico,Underdeveloped,Albania,Lammouth,Megan Jackson,19,barajasalice@pierce.com,16090,9.921520354358016,391,2.0664090203596217,28.338472767704403,No,Kickstarter,5.47,Yes,Adults,Events,681
9679,Re-contextualized dedicated matrix,Diaz-Rodriguez,Startup,478131,425511,2023-09-14,2024-01-20,128,Active,1548,274.88,636.13,GBP,Indiegogo,Online,Yes,62302,Africa,East Africa,Developing,Pakistan,Lake Emily,Alexandra Medina,4,camachokenneth@wilson-hamilton.com,879412,73.5808084414777,271,3.1908016473139824,13.641908263715475,Yes,Indiegogo,7.68,No,Adults,Subscription,643
9680,Customer-focused value-added service-desk,"Wong, Jackson and Oneill",Education,41770,29486,2023-04-12,2023-07-31,110,Completed,1414,20.85,102.62,INR,Kickstarter,Online,Yes,34392,North America,Mexico,Developed,Saint Martin,Mooreland,Amanda Cox,18,contrerasharold@hotmail.com,619271,14.888173466108956,42,2.538740633095543,45.1526506948033,No,GoFundMe,7.97,Yes,Youth,Events,944
9681,Monitored systemic circuit,Russo LLC,Arts,63637,36965,2023-12-22,2024-03-16,85,Completed,190,194.55,295.04,INR,Indiegogo,Hybrid,No,82793,South America,Chile,Developed,Finland,Codyberg,Tara Hernandez,6,sheilaguerrero@hotmail.com,539836,6.561770450156157,137,9.077022688235454,73.94328863016479,Yes,GoFundMe,12.03,No,Youth,Grants,712
9682,Customer-focused eco-centric system engine,Doyle-Fischer,Disaster Relief,415533,375175,2023-03-09,2023-05-24,76,Completed,14,26798.21,65851.47,GBP,JustGiving,Offline,Yes,62762,North America,Mexico,Underdeveloped,Malawi,East Gregory,Randy Vazquez,2,xcooke@smith.com,722750,23.70892900221354,112,1.4089935295556122,45.55062703023468,Yes,Kickstarter,29.79,No,Adults,Crowdfunding,241
9683,Innovative transitional info-mediaries,Campos-Wolfe,Disaster Relief,97650,67520,2023-12-18,2024-03-13,86,Active,1813,37.24,137.47,GBP,Indiegogo,Offline,Yes,45862,Europe,Southern Europe,Developing,Saint Kitts and Nevis,Port Michele,Jenny Jones,8,jamesellison@brown-frost.info,346879,27.018925412024174,255,3.5209254699581995,48.105488304148615,No,Kickstarter,6.38,No,Elderly,Subscription,167
9684,Managed dynamic time-frame,Davis-Clark,Education,7901,4853,2022-06-07,2022-08-21,75,Cancelled,1645,2.95,5.15,USD,JustGiving,Hybrid,No,87773,Oceania,New Zealand,Underdeveloped,Zambia,New Donaldtown,Nicole Ford,9,owhite@yahoo.com,194520,55.22312336336781,295,7.654496862680194,91.18273890935701,No,JustGiving,13.14,Yes,Children,Subscription,523
9685,Centralized demand-driven implementation,Young-Stevens,Arts,386017,90244,2022-07-06,2022-11-30,147,Completed,1456,61.98,103.26,USD,Indiegogo,Hybrid,No,11607,Asia,South Asia,Developed,Jersey,Brittanyton,Thomas Brown,16,wallacemichael@heath.com,584860,92.65967098201735,449,6.917501012997645,95.36985367859693,No,GoFundMe,14.41,Yes,Elderly,Grants,621
9686,Right-sized context-sensitive conglomeration,King PLC,Climate,35739,15375,2023-11-22,2024-04-20,150,Cancelled,30,512.5,1018.68,INR,Indiegogo,Online,Yes,84685,Asia,East Asia,Developing,Burundi,New Joseshire,Victoria Rangel,2,valerieperez@yahoo.com,895532,15.27391849550096,312,0.8880022418986822,29.025115210780108,No,Kickstarter,3.26,Yes,Youth,Subscription,711
9687,Centralized heuristic open architecture,"Stanley, Lopez and Schneider",Climate,459156,1892,2023-11-22,2024-02-01,71,Suspended,1410,1.34,5.59,EUR,JustGiving,Online,No,32431,Africa,West Africa,Underdeveloped,Bulgaria,Maryborough,Ronald Leonard,18,debra19@yahoo.com,566387,40.57113040168899,241,5.323246772874039,38.20327787244033,No,Indiegogo,11.78,Yes,Children,Subscription,856
9688,Total tangible focus group,Martinez Ltd,Startup,58253,34797,2022-06-13,2022-12-02,172,Cancelled,1161,29.97,113.71,USD,Kickstarter,Hybrid,No,34763,North America,Mexico,Developed,Isle of Man,Rodriguezfort,Jenny Kane,6,elliottrobert@hotmail.com,562244,69.00408362820335,261,6.354204598440898,78.06461627615114,Yes,JustGiving,16.64,Yes,Youth,Events,414
9689,Optional value-added database,Riley LLC,Arts,110040,4359,2022-12-21,2023-03-02,71,Active,1236,3.53,16.34,EUR,Indiegogo,Offline,Yes,87153,Asia,Southeast Asia,Developing,Malaysia,Bryanchester,Kevin Brown,7,yvonnemccarthy@parsons-ramirez.com,390659,59.47676904458492,344,5.199424251997568,89.5826948461622,No,Kickstarter,2.85,No,Elderly,Grants,186
9690,Business-focused tertiary circuit,"Mitchell, Robertson and Gregory",Arts,431108,419868,2022-09-19,2023-03-03,165,Active,1368,306.92,1474.46,GBP,GoFundMe,Offline,No,90703,Asia,South Asia,Developing,Panama,Paulside,Amanda Hicks,2,alexjones@gmail.com,513561,2.00627864666284,51,6.045761978814771,85.26435628005362,No,Kickstarter,15.07,No,Adults,Subscription,728
9691,De-engineered high-level hub,Perkins PLC,Health,224635,46973,2023-09-30,2024-03-13,165,Cancelled,1638,28.68,134.68,USD,JustGiving,Hybrid,Yes,2755,Africa,West Africa,Developed,Cambodia,North Katie,Tracy Shaw,9,marybraun@yahoo.com,456173,83.41961063759214,469,7.546919213613474,91.4940959222903,No,GoFundMe,10.42,Yes,Youth,Grants,436
9692,Synergized asynchronous encoding,Phillips-Warner,Climate,98195,74252,2022-10-26,2023-01-06,72,Active,208,356.98,955.32,GBP,Indiegogo,Online,No,62974,Asia,South Asia,Underdeveloped,Syrian Arab Republic,West Williamland,Alexander Fritz,1,adaniel@hotmail.com,133300,84.70300608405995,287,8.373406992354548,5.72887789113582,Yes,GoFundMe,18.66,Yes,Children,Events,514
9693,Team-oriented encompassing initiative,Richardson Ltd,Education,292595,121067,2023-01-12,2023-02-22,41,Suspended,224,540.48,2038.9,EUR,JustGiving,Hybrid,Yes,66181,Oceania,New Zealand,Underdeveloped,Libyan Arab Jamahiriya,Davisberg,Jose Stanley,19,bowerszachary@wilson.org,562070,11.081406615028634,223,3.4628500929620696,21.22264136305132,Yes,Kickstarter,21.31,No,Adults,Crowdfunding,630
9694,Public-key fault-tolerant moderator,Carter PLC,Arts,73848,47542,2024-02-14,2024-07-10,147,Completed,576,82.54,269.31,AUD,Kickstarter,Offline,No,15628,Europe,Northern Europe,Underdeveloped,Korea,West Kristinside,Jacob Rodriguez,2,zstevenson@ramirez.biz,927965,93.14288212297807,111,9.687624267786251,9.498302119934065,Yes,JustGiving,27.42,Yes,Elderly,Events,429
9695,Streamlined scalable portal,"Wang, Espinoza and Johnson",Startup,2212,943,2022-11-10,2023-01-27,78,Active,416,2.27,11.09,INR,Indiegogo,Hybrid,No,86455,Oceania,New Zealand,Developing,Brunei Darussalam,Lauriestad,Cynthia Payne,12,holly88@reyes-williams.net,468557,14.677340187635313,289,2.524878538575792,1.5755988361374373,No,Indiegogo,10.15,Yes,Elderly,Grants,112
9696,Decentralized multi-tasking challenge,Gonzalez and Sons,Climate,264175,79117,2023-09-03,2024-01-15,134,Cancelled,1571,50.36,196.29,INR,JustGiving,Offline,No,40196,Asia,East Asia,Developing,Tajikistan,East Brucestad,Chelsea Rivera,8,drice@mckinney-oliver.com,353389,47.310958449719934,410,2.6744541838693934,84.48197638795236,Yes,GoFundMe,25.07,Yes,Elderly,Grants,809
9697,De-engineered impactful productivity,Rodriguez PLC,Startup,7282,2718,2022-05-20,2022-07-25,66,Suspended,1641,1.66,5.27,AUD,JustGiving,Online,No,14329,Asia,East Asia,Developing,Bahrain,Port Adrian,Christopher Ferguson,11,orobinson@gmail.com,498194,5.094885660732795,231,5.459430248416708,17.04506052234047,Yes,GoFundMe,22.19,No,Elderly,Subscription,699
9698,Reduced zero tolerance utilization,Webb PLC,Startup,402059,12442,2023-01-13,2023-03-28,74,Suspended,1553,8.01,32.78,USD,JustGiving,Hybrid,No,10598,Asia,South Asia,Developed,Saudi Arabia,South Robertborough,Timothy Cruz,16,cynthiaschwartz@yahoo.com,780865,38.2462110802834,472,2.6530589560660003,86.32809610354303,No,JustGiving,25.69,Yes,Adults,Subscription,527
9699,Synchronized explicit function,Madden and Sons,Climate,129525,42277,2023-06-04,2023-10-23,141,Cancelled,1084,39.0,68.54,GBP,Indiegogo,Hybrid,No,48688,Asia,Southeast Asia,Developing,Brazil,Ramirezbury,Preston Lee,20,justinferguson@gmail.com,821763,92.53700448090683,162,5.299468655603436,37.342698870083126,Yes,GoFundMe,28.81,No,Adults,Grants,65
9700,Centralized fresh-thinking complexity,Horn Inc,Health,238231,29004,2023-03-26,2023-07-09,105,Completed,1926,15.06,58.11,EUR,JustGiving,Online,Yes,27535,North America,Canada,Developing,Dominica,Lake Brian,Wanda Reeves,22,froman@yahoo.com,478801,53.82209655548462,406,1.8964554989085447,92.69774074749608,No,Indiegogo,4.74,Yes,Adults,Subscription,338
9701,Managed multimedia software,Vance and Sons,Startup,4124,3314,2022-08-23,2023-02-14,175,Completed,1969,1.68,2.92,USD,JustGiving,Offline,No,4015,Europe,Western Europe,Underdeveloped,Cyprus,North Manuel,Jeremy Chandler,13,joshua35@hopkins-warren.com,835937,43.76570272775263,342,4.325227362252161,34.99002978225493,No,JustGiving,10.2,No,Children,Subscription,620
9702,Stand-alone radical infrastructure,Joseph-Guzman,Disaster Relief,207876,173717,2023-09-08,2024-01-15,129,Suspended,460,377.65,685.53,AUD,Indiegogo,Hybrid,No,2533,North America,USA,Underdeveloped,Grenada,Port Kayla,Stephen West,8,smoore@gmail.com,938104,87.899320507594,446,9.197955221529446,72.8232861850757,No,Indiegogo,5.89,No,Elderly,Grants,349
9703,Programmable human-resource Graphic Interface,Chen-Robinson,Arts,49105,11771,2022-10-17,2023-02-22,128,Active,893,13.18,34.79,INR,Indiegogo,Hybrid,No,95434,Africa,North Africa,Developing,Georgia,East Patricia,Kari Moore,15,xavier86@owen.com,571203,85.82806910391548,485,4.797071483401777,18.67505578516826,Yes,Kickstarter,5.72,Yes,Children,Subscription,268
9704,Enhanced bifurcated analyzer,"Miller, Mills and Turner",Health,145078,123983,2023-01-27,2023-05-22,115,Active,1498,82.77,311.74,INR,GoFundMe,Hybrid,Yes,22891,Africa,East Africa,Developed,Bahrain,Juliaville,Nicole Logan,15,jim56@frazier.com,722660,37.10126131968766,397,8.991887661888414,7.097343881492934,Yes,Indiegogo,23.25,Yes,Elderly,Subscription,272
9705,Switchable well-modulated Local Area Network,"Beck, Peterson and Case",Startup,469674,84351,2023-08-10,2023-11-03,85,Cancelled,295,285.94,1001.31,AUD,Kickstarter,Hybrid,No,67848,Africa,West Africa,Developing,Isle of Man,North Jamesfurt,Keith Harmon,5,wrightcharles@hotmail.com,796734,39.25602497857889,298,1.7253418645795027,74.1287908576018,No,JustGiving,8.25,Yes,Youth,Grants,985
9706,Open-architected client-driven knowledge user,"Roberts, Hoffman and Gutierrez",Health,274038,39085,2023-01-02,2023-04-23,111,Suspended,1085,36.02,56.42,GBP,GoFundMe,Offline,No,69196,South America,Chile,Underdeveloped,Central African Republic,Robertberg,Roger Gilbert,19,changlaura@hotmail.com,530840,15.248690879643013,358,8.318788671714248,32.377637737626394,No,GoFundMe,15.25,No,Elderly,Crowdfunding,308
9707,Organized 4thgeneration methodology,"Bullock, Wolfe and Tyler",Health,397670,100538,2023-12-09,2024-03-16,98,Completed,1338,75.14,304.1,INR,Kickstarter,Hybrid,No,99627,South America,Brazil,Underdeveloped,Mozambique,Rodriguezbury,Jillian Spencer,8,mrobertson@hotmail.com,285177,42.15455911284056,287,9.515894863576728,59.15942532937132,Yes,Indiegogo,26.15,Yes,Youth,Events,629
9708,Inverse client-server time-frame,Patterson-Lara,Arts,235947,50575,2023-01-04,2023-03-21,76,Active,430,117.62,315.71,AUD,Indiegogo,Online,Yes,76908,Europe,Northern Europe,Underdeveloped,Haiti,Nancyfurt,Pamela Scott,22,avaughn@hotmail.com,870112,84.95787408342797,209,0.18960898498405543,29.767723560498972,No,GoFundMe,19.57,Yes,Adults,Events,419
9709,Organic bottom-line success,"Shea, Hart and Jones",Health,165438,50745,2022-12-22,2023-03-28,96,Suspended,1876,27.05,106.01,GBP,Indiegogo,Online,No,49840,Oceania,Australia,Underdeveloped,Holy See (Vatican City State),Lake Brandonborough,Erik Baird,2,rturner@gmail.com,815121,23.580740868562323,471,2.251824450282581,80.06143854612493,Yes,GoFundMe,28.67,Yes,Children,Subscription,577
9710,Synergized bifurcated success,Campos-Mckenzie,Education,392909,311104,2023-02-14,2023-05-01,76,Cancelled,869,358.0,1347.03,GBP,Indiegogo,Online,No,38810,Oceania,New Zealand,Developing,Ethiopia,Kristymouth,Jane Zimmerman,1,jamesbowen@barker-holloway.info,646998,39.58206910260166,209,4.5196204122298695,43.443420654609056,No,GoFundMe,24.92,No,Youth,Subscription,451
9711,Secured real-time product,Glenn-Gray,Health,320869,296264,2023-12-21,2024-04-20,121,Suspended,1815,163.23,251.65,INR,Indiegogo,Offline,No,73126,Africa,West Africa,Developing,French Guiana,Rebeccastad,Juan Scott,1,molinamichael@yahoo.com,716696,14.325157860213444,119,2.800799683697206,26.166252598191654,Yes,GoFundMe,14.97,Yes,Youth,Subscription,437
9712,Exclusive coherent array,Mcpherson and Sons,Health,341868,308659,2023-09-20,2023-12-12,83,Cancelled,1773,174.09,338.19,AUD,Indiegogo,Hybrid,Yes,75483,South America,Argentina,Developed,Jordan,Eugeneview,Nicholas Miller,14,samuel05@gmail.com,5629,60.290560163070296,435,2.3869949368967203,86.93479280045146,Yes,JustGiving,4.17,Yes,Youth,Events,840
9713,Organized tertiary middleware,Price-Bauer,Disaster Relief,237294,65531,2023-03-15,2023-06-08,85,Cancelled,838,78.2,207.02,INR,Kickstarter,Hybrid,No,29765,Asia,Southeast Asia,Developing,Malta,Larsonburgh,Robert Jones,0,melissarogers@yahoo.com,600274,67.40664697048294,310,5.59929909436005,74.90786404497182,No,JustGiving,24.61,Yes,Children,Events,159
9714,Compatible tertiary ability,Johnson-Hamilton,Climate,241191,232580,2023-12-26,2024-06-12,169,Completed,1602,145.18,586.86,EUR,Indiegogo,Offline,Yes,70440,Africa,West Africa,Underdeveloped,Saint Barthelemy,North Darrell,Jim Bruce,14,bstevens@yahoo.com,636372,61.51599808746381,11,2.720581768003796,26.574799123356218,Yes,Indiegogo,22.42,Yes,Elderly,Subscription,740
9715,Configurable contextually-based software,"Johnston, Mcdaniel and Erickson",Health,364979,140892,2023-01-13,2023-06-24,162,Completed,517,272.52,1161.86,INR,GoFundMe,Online,No,81343,Europe,Southern Europe,Developing,Ghana,Gordonview,Joseph Mullins,13,brian05@hotmail.com,677567,6.312598287611726,16,7.313489369850763,24.918866923687567,No,JustGiving,11.22,Yes,Youth,Events,970
9716,Adaptive directional capability,Hunt and Sons,Education,374244,266879,2023-11-05,2023-12-09,34,Cancelled,1618,164.94,597.19,EUR,Indiegogo,Online,No,56560,Asia,Southeast Asia,Underdeveloped,Chile,Jessicachester,Hayden Carlson,9,wmorris@gmail.com,338262,47.93056578623101,472,5.500293013640423,92.41002641702315,Yes,Kickstarter,14.93,No,Elderly,Subscription,529
9717,Extended interactive product,Reed-Caldwell,Climate,174037,27127,2022-08-03,2022-11-28,117,Active,413,65.68,281.67,GBP,JustGiving,Hybrid,No,47520,Asia,East Asia,Developing,American Samoa,New Brittany,David Sherman,9,jmatthews@bernard.com,134830,59.65813010218513,235,6.507970055857973,65.38030729692417,No,JustGiving,8.01,No,Youth,Subscription,14
9718,Seamless 3rdgeneration hierarchy,Webb PLC,Arts,309167,69126,2023-08-06,2023-10-16,71,Cancelled,968,71.41,137.27,EUR,JustGiving,Hybrid,Yes,48707,Asia,East Asia,Developed,Azerbaijan,New Brandonton,Tara Davis,7,samuel58@hotmail.com,807259,2.7351603891619614,136,1.2018521220914302,2.2275457499850826,No,Kickstarter,2.14,Yes,Youth,Grants,577
9719,Centralized grid-enabled Graphic Interface,Martin PLC,Education,487653,327072,2023-03-19,2023-07-29,132,Active,1560,209.66,625.99,USD,Kickstarter,Offline,Yes,35447,South America,Brazil,Developing,Micronesia,West Jamesmouth,Cameron Mendoza,13,daniel14@gmail.com,201078,67.22313364234101,485,0.658206251315191,11.537394864542282,Yes,GoFundMe,27.96,Yes,Youth,Subscription,88
9720,Mandatory tangible time-frame,Baker PLC,Arts,165648,18857,2024-01-14,2024-04-30,107,Active,1034,18.24,89.53,EUR,JustGiving,Offline,No,47859,North America,Mexico,Underdeveloped,Iran,South Aaron,Rachel Meyers,8,cynthia05@watkins.com,307082,78.2873787765516,126,1.8594392999675813,24.95270011930596,Yes,Kickstarter,20.08,No,Elderly,Events,258
9721,Programmable impactful access,Castaneda LLC,Arts,69621,19232,2023-09-25,2023-11-24,60,Cancelled,1013,18.99,56.64,GBP,JustGiving,Hybrid,Yes,32664,Asia,East Asia,Developed,India,Cynthiastad,Diane Williams,13,suzannejones@figueroa.com,664721,78.63663345455613,163,9.787595789459697,57.72918073293479,No,GoFundMe,19.6,No,Youth,Events,512
9722,Total discrete service-desk,"Rowe, Tate and Walker",Health,455246,21490,2022-12-19,2023-01-24,36,Suspended,1610,13.35,54.33,USD,Kickstarter,Hybrid,Yes,49221,Africa,East Africa,Developing,United Arab Emirates,Mcdonaldmouth,Meagan Odonnell,6,kathybernard@harrison.com,338996,87.67236886633569,46,6.890219969080494,50.802418922853,Yes,JustGiving,17.59,No,Adults,Subscription,80
9723,Multi-tiered value-added success,Camacho-Myers,Education,419531,45807,2023-07-01,2023-12-15,167,Cancelled,696,65.81,238.84,GBP,Indiegogo,Offline,Yes,51983,Europe,Western Europe,Underdeveloped,Madagascar,New Kelly,Cynthia Mcgee,9,aflores@gmail.com,628323,67.2810273185521,40,3.0796150860589746,56.14009117030341,Yes,GoFundMe,15.32,Yes,Adults,Events,776
9724,Expanded stable website,Fitzpatrick-Lee,Education,107608,91411,2024-01-27,2024-06-20,145,Active,1282,71.3,343.61,GBP,GoFundMe,Hybrid,No,29588,South America,Argentina,Developing,Saudi Arabia,Thomastown,Jordan Willis,2,tylerlawson@hunter-brown.biz,611361,60.192632869078025,65,2.050739127472767,36.94616454000668,Yes,Indiegogo,8.74,No,Adults,Crowdfunding,204
9725,Extended client-driven policy,Blair Ltd,Startup,385820,127135,2024-01-03,2024-05-09,127,Cancelled,952,133.55,440.78,EUR,Kickstarter,Hybrid,No,14920,Asia,Southeast Asia,Developed,South Georgia and the South Sandwich Islands,Hudsonburgh,Austin Baker,14,lawrencejustin@yahoo.com,692573,3.333528699654209,441,8.952792671731448,72.30151478868305,No,Kickstarter,16.24,Yes,Elderly,Events,433
9726,Cloned global Internet solution,Sparks-Archer,Startup,438726,118866,2023-05-26,2023-09-18,115,Suspended,1400,84.9,338.8,USD,GoFundMe,Hybrid,Yes,71138,Europe,Northern Europe,Underdeveloped,Saint Martin,North Ryan,Sharon Mcpherson,22,lburns@hotmail.com,790632,77.26027249795764,493,6.738673422123169,94.80560802345602,No,GoFundMe,27.11,No,Youth,Crowdfunding,761
9727,Reactive solution-oriented hierarchy,Riley LLC,Health,216577,105017,2023-06-27,2023-12-15,171,Completed,389,269.97,847.29,GBP,Indiegogo,Online,Yes,15740,Asia,East Asia,Underdeveloped,Bahrain,Lisahaven,Christian Martinez,23,eric61@nguyen.biz,883627,83.14121747469669,460,8.44378852482756,67.20866057886603,No,JustGiving,19.36,No,Adults,Grants,568
9728,Optional responsive collaboration,Morse PLC,Disaster Relief,184456,37426,2024-01-02,2024-04-25,114,Suspended,594,63.01,156.48,GBP,Kickstarter,Hybrid,Yes,65240,Africa,North Africa,Developed,Vietnam,Ronaldstad,Karen Scott,11,hlopez@mullins.com,390205,4.885243417894181,219,1.296544056147002,0.41674654260109856,Yes,GoFundMe,24.79,No,Adults,Crowdfunding,490
9729,Self-enabling attitude-oriented policy,Thomas-Valdez,Climate,159932,115418,2022-06-29,2022-12-21,175,Cancelled,1197,96.42,412.53,GBP,Indiegogo,Online,No,18706,South America,Brazil,Developing,Christmas Island,Danamouth,Juan Barnes,23,savagealexis@parker.com,581168,22.24862930888062,190,2.1707172439308344,29.770078628900663,No,Indiegogo,11.82,No,Youth,Events,238
9730,Integrated explicit project,"Roberts, Fuentes and Martin",Education,319559,254893,2022-04-25,2022-09-17,145,Cancelled,1856,137.33,446.16,AUD,GoFundMe,Hybrid,Yes,73290,Asia,Southeast Asia,Developing,Swaziland,Howardmouth,Abigail Brown,3,urodriguez@hotmail.com,625195,9.016076617112201,256,5.02014710725808,93.85124723313297,No,GoFundMe,27.07,No,Elderly,Grants,599
9731,Public-key web-enabled open system,Jones Ltd,Disaster Relief,376814,253290,2023-09-24,2024-03-18,176,Active,390,649.46,3182.55,AUD,Kickstarter,Hybrid,No,81583,Oceania,Australia,Developing,Malawi,Spearsburgh,Bridget Carr,25,kaylawelch@ellis.com,958169,15.50848266803142,483,1.1402696114191146,48.19181739308805,Yes,Indiegogo,20.58,No,Adults,Grants,937
9732,Reverse-engineered bottom-line algorithm,Snyder-White,Startup,383333,313505,2022-11-29,2023-04-26,148,Active,185,1694.62,3674.9,EUR,Kickstarter,Hybrid,Yes,38186,Oceania,Melanesia,Underdeveloped,Jamaica,Matthewburgh,David Nunez,21,shepherdryan@hotmail.com,16436,15.321333293316275,219,7.676784791619343,21.044145352286726,Yes,JustGiving,27.67,Yes,Adults,Grants,333
9733,Visionary methodical productivity,Lewis Inc,Climate,176858,151246,2022-07-22,2022-11-21,122,Active,59,2563.49,9569.41,EUR,Indiegogo,Hybrid,Yes,71070,Oceania,New Zealand,Developing,Croatia,Mendezhaven,Kenneth Smith,0,emyers@yahoo.com,29873,17.76112046521481,403,3.487113383178765,73.1902284371044,No,GoFundMe,4.5,No,Children,Subscription,772
9734,Adaptive logistical synergy,"Rivera, Smith and Thomas",Arts,223451,207864,2022-04-20,2022-09-24,157,Cancelled,726,286.31,1104.88,INR,GoFundMe,Online,No,42857,North America,Canada,Underdeveloped,Lesotho,Bridgesstad,Barbara Williams,12,freemandeborah@gmail.com,391047,28.8997776906356,440,1.830026566343309,1.9372825329708188,Yes,JustGiving,28.03,Yes,Youth,Grants,142
9735,Switchable explicit info-mediaries,Butler-Kaiser,Education,69178,37086,2024-04-04,2024-08-10,128,Completed,857,43.27,201.18,INR,Kickstarter,Online,Yes,83718,Asia,South Asia,Developing,Gabon,Lake Meghan,Dr. Katelyn Davis,14,zarnold@hotmail.com,332614,16.93191700004849,1,9.123523558645845,58.87826838981069,Yes,Indiegogo,24.4,No,Children,Grants,649
9736,Open-architected non-volatile database,Craig-Stark,Disaster Relief,153291,128087,2023-05-31,2023-08-05,66,Cancelled,155,826.37,4071.3,EUR,JustGiving,Online,No,42437,Africa,West Africa,Developed,Costa Rica,West Hailey,Bryan Bell,10,lammichael@hotmail.com,101268,57.47728886156913,54,8.36059416870309,90.65743568418227,No,Kickstarter,3.29,Yes,Elderly,Subscription,33
9737,Front-line neutral complexity,Moore Inc,Health,412745,337298,2022-09-18,2022-11-25,68,Active,682,494.57,2423.81,USD,GoFundMe,Online,No,19184,Asia,South Asia,Developed,Ghana,Lake Kimberly,Keith Duran,25,jeffery69@hall-mcgrath.net,972267,82.07386132330724,99,4.045034149514029,32.926317628494836,No,JustGiving,12.79,No,Adults,Grants,559
9738,Universal scalable data-warehouse,Jones-Brewer,Health,268231,215864,2023-08-02,2023-11-03,93,Cancelled,953,226.51,958.56,USD,GoFundMe,Offline,No,28384,South America,Brazil,Developed,Indonesia,Port Benjaminland,Jeremy Mcdonald,4,christopherbean@yahoo.com,580619,52.15739114339571,160,2.804040102838512,32.521242420886296,No,JustGiving,10.47,No,Children,Events,69
9739,Optional full-range capacity,"Wright, Holder and Lee",Health,262747,154675,2022-10-21,2022-12-14,54,Active,1743,88.74,271.31,AUD,JustGiving,Hybrid,Yes,87897,South America,Brazil,Developing,Canada,Lake Jennifer,Andre Torres,13,bradyrandall@hotmail.com,731779,80.57927771141844,273,2.645587693573396,80.12373598164925,Yes,JustGiving,23.02,Yes,Youth,Grants,912
9740,Phased upward-trending capacity,"Rubio, Jackson and Gibson",Climate,391971,383596,2023-10-18,2024-03-19,153,Suspended,39,9835.79,39804.73,GBP,GoFundMe,Offline,Yes,55584,North America,Mexico,Developed,Japan,Cynthiaport,James Peterson,21,david15@hotmail.com,315153,8.503695393753219,471,4.528993043889241,24.191305095766868,No,Kickstarter,29.62,No,Elderly,Events,604
